Product Mass	QualifierMass	Compound	Retention Time	report.results_GT_001_SBAQ_1(raw)	report.results_GT_001_SBAQ_10(raw)	report.results_GT_001_SBAQ_11(raw)	report.results_GT_001_SBAQ_12(raw)	report.results_GT_001_SBAQ_13(raw)	report.results_GT_001_SBAQ_14(raw)	report.results_GT_001_SBAQ_15(raw)	report.results_GT_001_SBAQ_16(raw)	report.results_GT_001_SBAQ_17(raw)	report.results_GT_001_SBAQ_18(raw)	report.results_GT_001_SBAQ_19(raw)	report.results_GT_001_SBAQ_2(raw)	report.results_GT_001_SBAQ_20(raw)	report.results_GT_001_SBAQ_21(raw)	report.results_GT_001_SBAQ_22(raw)	report.results_GT_001_SBAQ_23(raw)	report.results_GT_001_SBAQ_24(raw)	report.results_GT_001_SBAQ_25(raw)	report.results_GT_001_SBAQ_26(raw)	report.results_GT_001_SBAQ_27(raw)	report.results_GT_001_SBAQ_28(raw)	report.results_GT_001_SBAQ_29(raw)	report.results_GT_001_SBAQ_3(raw)	report.results_GT_001_SBAQ_4(raw)	report.results_GT_001_SBAQ_5(raw)	report.results_GT_001_SBAQ_6(raw)	report.results_GT_001_SBAQ_7(raw)	report.results_GT_001_SBAQ_8(raw)	report.results_GT_001_SBAQ_9(raw)	report.results_GT_001_SBAQ_1: Log2(normalized)	report.results_GT_001_SBAQ_10: Log2(normalized)	report.results_GT_001_SBAQ_11: Log2(normalized)	report.results_GT_001_SBAQ_12: Log2(normalized)	report.results_GT_001_SBAQ_13: Log2(normalized)	report.results_GT_001_SBAQ_14: Log2(normalized)	report.results_GT_001_SBAQ_15: Log2(normalized)	report.results_GT_001_SBAQ_16: Log2(normalized)	report.results_GT_001_SBAQ_17: Log2(normalized)	report.results_GT_001_SBAQ_18: Log2(normalized)	report.results_GT_001_SBAQ_19: Log2(normalized)	report.results_GT_001_SBAQ_2: Log2(normalized)	report.results_GT_001_SBAQ_20: Log2(normalized)	report.results_GT_001_SBAQ_21: Log2(normalized)	report.results_GT_001_SBAQ_22: Log2(normalized)	report.results_GT_001_SBAQ_23: Log2(normalized)	report.results_GT_001_SBAQ_24: Log2(normalized)	report.results_GT_001_SBAQ_25: Log2(normalized)	report.results_GT_001_SBAQ_26: Log2(normalized)	report.results_GT_001_SBAQ_27: Log2(normalized)	report.results_GT_001_SBAQ_28: Log2(normalized)	report.results_GT_001_SBAQ_29: Log2(normalized)	report.results_GT_001_SBAQ_3: Log2(normalized)	report.results_GT_001_SBAQ_4: Log2(normalized)	report.results_GT_001_SBAQ_5: Log2(normalized)	report.results_GT_001_SBAQ_6: Log2(normalized)	report.results_GT_001_SBAQ_7: Log2(normalized)	report.results_GT_001_SBAQ_8: Log2(normalized)	report.results_GT_001_SBAQ_9: Log2(normalized)	Compound Name	Measured Retention Time	CASNumber	CompoundType	ISTDCompoundName	Mass Column
84.044	NA	C184 - 1.038	1.038	137201.19	151922.17	133491.77	335253.3	41986.395	109973.664	122357.09	54301.633	317094.3	46200.19	85934.97	58451.203	54479.617	205687.44	109630.13	204830.28	336665	239942.36	256976.67	123273.34	37557.56	107424.25	172933.81	53176.625	42203.6	158363.56	75600.39	58111.637	134489.95	17.065933	17.212973	17.026392	18.354893	15.357634	16.746798	16.900738	15.728707	18.274553	15.49561	16.390959	15.834945	15.733428	17.650093	16.742285	17.64407	18.360954	17.872328	17.971277	16.9115	15.196816	16.712961	17.39986	15.698504	15.365079	17.27288	16.206106	15.82654	17.03714	C184 - 1.038	1.0140333		Target	NA	0
262.129	300.086	C1862 - 1.188	1.188	161201.16	98215.95	72689.34	218561.06	18252.137	48558.027	77820.12	57227.69	217243.3	31040.203	67482.38	128662.34	19112.04	97427.99	70446.74	79353.62	110595.23	77990.14	199899.64	158254.73	16953.4	83984.01	81268.516	48421.08	19870.695	228656.11	26883.512	41984.348	103002.52	17.298502	16.58367	16.149456	17.737677	14.155778	15.567422	16.247856	15.804425	17.728952	14.92185	16.042223	16.97323	14.222195	16.572048	16.104244	16.276009	16.754929	16.251003	17.608917	17.271889	14.049288	16.357826	16.31041	15.563347	14.278355	17.80282	14.714434	15.357564	16.65232	C1862 - 1.188	1.2127167		Target	NA	0
474.1731	491.2014	C1936 - 6.783	6.783	37094.543	31965.137	55466.812	41293.69	32384.832	26974.701	40270.438	50980.668	76919.6	38268.332	52219.895	51986.45	41339.695	29201.28	87712.75	64416.387	74569.46	50124.008	45511.582	85102.15	45090.996	76560.016	81574.766	46397.242	45963.668	55162.87	45819.758	28997.346	48487.6	15.178919	14.964211	15.759337	15.333633	14.983031	14.719319	15.297433	15.637663	16.231064	15.223863	15.672313	15.665848	15.33524	14.833744	16.4205	15.97514	16.186296	15.613214	15.473947	16.376907	15.460552	16.224304	16.315836	15.501751	15.488206	15.75141	15.483682	14.823633	15.565329	C1936 - 6.783	6.7924166		Target	NA	0
197.0058	175.0235	C1998 - 2.174	2.174	9507.804	118161.32	116932.266	148984.62	68078.89	99334.56	65826.99	7255.9287	84457.11	41175.348	49156.29	58663.613	67772.48	84596.23	153017.19	28192.305	89734.57	76773.55	92382.734	114130.4	70966.555	93550.09	104564.42	77728.62	44908.285	82157.66	52382.875	17196.219	80906.77	13.214896	16.850397	16.835314	17.184803	16.05492	16.600008	16.006392	12.8249445	16.36593	15.3294935	15.585089	15.8401785	16.048412	16.368305	17.223335	14.783013	16.453377	16.228321	16.495337	16.800323	16.114851	16.51345	16.674032	16.246159	15.454694	16.326109	15.676807	14.069804	16.303972	C1998 - 2.174	2.16475		Target	NA	0
153.0334	NA	C206 - 0.838	0.838	1212512.8	1249960.6	1405917.6	1164034.2	1317054.6	1423773.1	1222134.8	1184267.1	1154611.2	1232987.4	1122628.2	1234179.6	1234234.2	1204969.4	1401198.1	1249535.2	1298818.5	1112311.5	1221908	1169659	1387886.4	1300844	1302157.4	1256595.9	1324120.6	1235228.9	1122195.4	1398951.6	1212196.5	20.209568	20.253452	20.42308	20.150702	20.328882	20.441288	20.220972	20.175562	20.138975	20.233727	20.098448	20.23512	20.235184	20.200565	20.41823	20.25296	20.308767	20.08513	20.220705	20.157658	20.404457	20.311016	20.312471	20.26109	20.336603	20.236347	20.097893	20.415915	20.209192	C206 - 0.838	0.8319		Target	NA	0
287.1481	288.1516	C2106 - 7.428	7.428	25583.635	14264.62	7777.6733	39967.914	9368.861	40602.42	23599.227	34400.656	34604.2	46018.074	41802.85	1e-5	32356.717	32785.52	26514.293	26396.635	42721.883	17923.385	171229.39	34707.02	36189.9	43394.18	20739.357	11076.002	24011.666	7759.326	15903.377	10749.947	17489.377	14.642933	13.800154	12.925123	15.286554	13.193657	15.309278	14.526451	15.070149	15.07866	15.489913	15.351313	-16.60964	14.981777	15.0007715	14.694483	14.6880665	15.3826885	14.129555	17.38557	15.08294	15.143299	15.405213	14.340084	13.43515	14.551448	12.921716	13.957046	13.392041	14.094192	C2106 - 7.428	7.421583		Target	NA	0
325.1256	326.1274	C2175 - 6.783	6.783	4357.71	1e-5	711.31165	1e-5	1e-5	7791.2915	7024.7173	1e-5	6852.971	1e-5	26039.719	16115.599	1e-5	1e-5	46948.336	3196.2004	1e-5	1e-5	6659.5186	1e-5	37735.016	6105.6533	787.0648	13811.905	2627.8003	13692.096	41914.91	10516.274	6797.34	12.089354	-16.60964	9.474338	-16.60964	-16.60964	12.927647	12.778224	-16.60964	12.742514	-16.60964	14.6684265	13.976171	-16.60964	-16.60964	15.518787	11.642142	-16.60964	-16.60964	12.701202	-16.60964	15.203616	12.57593	9.620338	13.753625	11.35964	13.741056	15.355177	13.360336	12.730754	C2175 - 6.783	6.78415		Target	NA	0
122.9244	NA	C222 - 0.954	0.954	833404.25	921942.94	644009.6	358593.34	1472725.6	1175407.8	578075.3	1165991.8	352550.94	1343638.1	1027555.9	854771.4	1176951.8	858657.5	813337.3	706121.9	408883.25	582669.6	600407.94	718164.56	1965855	616833.25	551768.25	1402787.2	1215453.4	702911.94	1295467.6	1292251.6	823097.56	19.668657	19.814318	19.296722	18.45199	20.490057	20.16473	19.140898	20.153126	18.427471	20.357714	19.970785	19.70518	20.166624	19.711723	19.633493	19.429558	18.641329	19.152319	19.195583	19.453955	20.906725	19.23452	19.073704	20.419865	20.213062	19.422985	20.30504	20.301455	19.650703	C222 - 0.954	0.93125		Target	NA	0
225.9876	226.989	C223 - 0.846	0.846	231303.58	256792.72	340785.53	231111.17	287497.84	334196.66	259250.06	222953.05	228341.55	245863.14	208477.23	254925.48	242661.03	247965.86	333655.72	272427.78	284818.06	217695.73	248149.38	233120.61	283468.47	297742.56	301705.34	239056.89	279078.94	255753.45	197893.25	305588.66	242008.1	17.819427	17.970243	18.378506	17.818228	18.133192	18.350338	17.983986	17.76638	17.800835	17.907495	17.66953	17.959717	17.888582	17.919783	18.348001	18.055515	18.11968	17.731953	17.920849	17.830717	18.11283	18.183706	18.202782	17.866995	18.090315	17.964394	17.594362	18.221231	17.884695	C223 - 0.846	0.8401833		Target	NA	0
386.92380000000003	387.9241	C2252 - 0.847	0.847	16241.985	19492.068	23296.305	15679.882	17213.516	22689.453	19410.656	13761.421	14403.929	15843.771	12420.079	21967.906	20091.303	15699.098	18282.166	16636.37	18279.021	12411.621	16898.219	15935.319	13983.069	21810.672	20394.627	16723.324	20393.842	14879.637	13455.319	16436.387	17843.467	13.98744	14.250599	14.507813	13.936626	14.071255	14.469734	14.24456	13.748342	13.814175	13.951628	13.600387	14.42311	14.294283	13.938395	14.15815	14.022053	14.157901	13.599404	14.044583	13.95994	13.771394	14.412746	14.315902	14.029574	14.3158455	13.861052	13.715889	14.004605	14.123108	C2252 - 0.847	0.88158333		Target	NA	0
281.1001	282.1003	C2327 - 6.957	6.957	7045.5303	15454.732	14735.302	15523.82	31494.248	16924.395	16123.879	8375.084	15073.355	10506.706	10594.7295	1e-5	17396.201	14306.753	25230.564	9926.948	15798.575	11253.1	1e-5	23383.488	15710.41	22175.977	13282.562	20474.967	13341.061	11641.359	15295.024	22981.541	11644.563	12.782493	13.915762	13.846989	13.922196	14.9428005	14.046817	13.976912	13.031888	13.879713	13.359023	13.371059	-16.60964	14.086485	13.804409	14.622886	13.277135	13.947507	13.4580345	-16.60964	14.513203	13.939433	14.436709	13.697246	14.321573	13.703586	13.506972	13.900774	14.488187	13.507369	C2327 - 6.957	NA		Target	NA	0
307.9423	308.9433	C2340 - 0.797	0.797	48157.723	56170.39	68097.46	30887.729	93080.14	87264.78	46603.91	68171.78	20396.387	74321.33	51526.297	57291.316	72602.766	55071.03	70130.02	49845.164	34739.41	38149.48	42431.383	46969.348	102194.4	55411.74	53917.94	80961.555	88608.52	52030.35	70882.53	96763.54	51478.5	15.55548	15.777522	16.055313	14.914745	16.506186	16.413113	15.508164	16.056887	14.316026	16.181488	15.653022	15.806028	16.147738	15.749005	16.097744	15.605166	15.084286	15.219377	15.372844	15.519432	16.640957	15.757903	15.718478	16.30495	16.435158	15.667067	16.113142	16.562176	15.651683	C2340 - 0.797	0.78223336		Target	NA	0
358.2701	359.2775	C2409 - 8.239	8.239	1e-5	6789.9565	1e-5	616.637	1e-5	11442.796	3463.6724	633.3845	10933.08	5231.727	574.38446	1e-5	12807.135	24512.73	1929.4225	3953.388	1e-5	61947.305	4049.0984	10046.312	46266.85	1e-5	2877.1685	4900.8696	1e-5	2220.4915	838.8367	1e-5	1e-5	-16.60964	12.729187	-16.60964	9.268278	-16.60964	13.482152	11.758086	9.306937	13.416412	12.353072	9.165874	-16.60964	13.64466	14.5812435	10.913954	11.948874	-16.60964	15.918754	11.983385	13.294378	15.497691	-16.60964	11.490434	12.2588215	-16.60964	11.116663	9.712246	-16.60964	-16.60964	C2409 - 8.239	NA		Target	NA	0
467.1885	468.1921	C275 - 6.79	6.79	25295.592	1e-5	3947.5654	1621.8301	52133.67	1e-5	4728.0146	35181.395	2821.9172	5570.134	4150.81	44829.586	4068.1365	16167.679	7852.1987	33575.117	1e-5	6714.9985	1e-5	1987.2106	1682.2843	27370.803	1e-5	2718.8127	13600.898	1e-5	1e-5	10177.203	42591.543	14.626599	-16.60964	11.946747	10.663407	15.669929	-16.60964	12.207019	15.102525	11.46246	12.443497	12.0191765	15.452164	11.990153	13.980824	12.938881	15.035105	-16.60964	12.713171000000001	-16.60964	10.956529	10.716206	14.74035	-16.60964	11.408761	13.731414	-16.60964	-16.60964	13.313053	15.37828	C275 - 6.79	6.7593		Target	NA	0
160.1055	NA	C294 - 1.997	1.997	44770.445	47782.504	57340.26	15257.718	61158.83	22499.744	18837.396	40565.6	20884.482	1e-5	13411.895	118280.25	65029.812	10868.066	81023.54	1e-5	23632.979	1e-5	1e-5	103939.32	1e-5	132690.92	49078.75	1e-5	23967.307	60761.895	22057.84	11445.918	64648.043	15.450259	15.544195	15.807261	13.897252	15.900273	14.457621	14.201312	15.307969	14.350144	-16.60964	13.711226	16.851849	15.988814	13.407807	16.306053	-16.60964	14.528514	-16.60964	-16.60964	16.665382	-16.60964	17.017712	15.582811	-16.60964	14.54878	15.890879	14.429005	13.482546	15.98032	C294 - 1.997	1.9660667		Target	NA	0
309.1291	292.1033	C345 - 1.057	1.057	104104.52	100543.56	195114.05	897909.25	11253.356	8114.4146	158583.89	19661.334	627240	18787.398	46957.074	89558.68	20275.934	127740.67	44727.445	115902.05	327166.03	253978.5	234969.53	170436.75	3412.1658	67182.805	238372.11	21439.71	10193.608	135589.97	16903.002	11272.5205	96227.555	16.667673	16.617462	17.573957	19.77621	13.458068	12.986271	17.274887	14.263073	19.25866	14.197477	15.519055	16.450544	14.30748	16.962858	15.448873	16.822546	18.319664	17.954346	17.842113	17.378878	11.736472	16.035805	17.862856	14.387999	13.315377	17.048891	14.044992	13.460522	16.554163	C345 - 1.057	1.0637		Target	NA	0
267.0146	268.0158	C357 - 0.847	0.847	136624.62	149953.83	198534.4	131878.84	159574.02	190665.97	144973.98	124685.93	123425.06	142516.48	115721.73	144293.02	136393.77	137461.05	190554.08	156232.7	168391.58	118584.1	135631.22	133121.72	164077.81	169039.53	170465.27	133899.66	170487.67	145974.62	115150.81	177012.62	138564.58	17.059858	17.194159	17.59903	17.008854	17.283865	17.540688	17.145435	16.927938	16.913277	17.12077	16.820301	17.138641	17.057419	17.068663	17.53984	17.253336	17.36146	16.85555	17.04933	17.022387	17.32402	17.367	17.379118	17.030792	17.379307	17.155357	16.813166	17.433493	17.080198	C357 - 0.847	0.8319		Target	NA	0
85.0285	86.0964	C366 - 1.132	1.132	24181.488	30538.604	5225.806	42485.777	11534.549	31120.924	1e-5	5708.683	9794.962	19252.44	19625.322	15163.434	20987.541	40270.83	20364.512	7801.3267	55192.44	6832.747	1e-5	43101.95	12230.148	46481.996	33614.676	8015.238	9053.995	10939.505	10384.989	16229.719	9875.946	14.561616	14.898347	12.351438	15.374692	13.493673	14.925597	-16.60964	12.478943	13.257825	14.232753	14.260428	13.888309	14.357245	15.297448	14.313769	12.929504	15.752183	12.73825	-16.60964	15.395466	13.578154	15.504385	15.036803	12.96853	13.144339	13.417259	13.342212	13.98635	13.269704	C366 - 1.132	NA		Target	NA	0
455.2252	456.2285	C453 - 8.762	8.762	5414.4253	23093.076	1e-5	1e-5	1e-5	9862.809	1e-5	1193.2235	5391.7344	11463.077	13536.502	1e-5	15465.966	7989.447	20178.682	14552.483	13513.175	1e-5	7566.689	1e-5	11422.267	1e-5	1e-5	27785.316	1e-5	10418.983	24838.178	12817.231	17238.062	12.402592	14.4951725	-16.60964	-16.60964	-16.60964	13.267783	-16.60964	10.220648	12.396534	13.484707	13.724567	-16.60964	13.91681	12.963881	14.300545	13.828978	13.722078	-16.60964	12.885447	-16.60964	13.479561	-16.60964	-16.60964	14.762034	-16.60964	13.346927	14.600272	13.645797	14.07331	C453 - 8.762	8.7627		Target	NA	0
82.5374	83.0379	C563 - 0.825	0.825	546110.4	582147.3	634639.6	533039.9	637613.2	654987.94	556945.9	568722.8	494782.66	609722.06	533171.5	571992.94	603785.75	559678.2	610782.25	570818.25	549196.6	497780.16	586968.06	548116.4	680812.9	607373.9	591511.25	653083.56	632444.4	544311.9	569664.94	648043.94	554748.7	19.058832	19.151026	19.275578	19.023884	19.282322	19.321108	19.087177	19.117365	18.916435	19.217793	19.02424	19.125637	19.203678	19.094238	19.220299	19.122673	19.066963	18.92515	19.162922	19.064123	19.376898	19.212225	19.174046	19.316908	19.270578	19.054073	19.119755	19.305733	19.081474	C563 - 0.825	0.8319		Target	NA	0
223.9891	224.9905	C58 - 0.846	0.846	733611.06	831985	1101234.8	758070.44	887838.44	1065756.8	819887.4	708728.7	725743.3	788501.5	652702.2	809429.6	786219.1	777443.25	1066403.9	846674.3	889187.1	684427.6	773718.06	756745.8	900604.44	947552.9	951989.75	753869.06	898589.4	804809.06	633265.44	983611.7	809182.8	19.484655	19.666199	20.07069	19.531971	19.759937	20.023445	19.645067	19.434874	19.469099	19.588755	19.316065	19.626545	19.584572	19.568377	20.024323	19.691448	19.762127	19.384539	19.56145	19.52945	19.780533	19.853846	19.860586	19.523954	19.777304	19.618286	19.27245	19.90773	19.626106	C58 - 0.846	0.8401833		Target	NA	0
183.0629	NA	C605 - 3.341	3.341	34536.3	62519.293	24010.928	114304.43	14044.908	31020.703	96221.195	1e-5	92695.47	1e-5	72856.42	19981.61	52293.67	106622.21	44291.414	1e-5	94716.695	112584.81	133887.23	34378.125	1e-5	44226.746	57208.67	11554.404	37139.203	92104.305	1e-5	1e-5	16555.834	15.075826	15.9320135	14.551404	16.802523	13.77776	14.920943	16.554068	-16.60964	16.500212	-16.60964	16.15277	14.286386	15.674349	16.702148	15.43474	-16.60964	16.531332	16.780653	17.030659	15.069203	-16.60964	15.432632	15.8039465	13.496156	15.1806555	16.490982	-16.60964	-16.60964	14.015052	C605 - 3.341	3.3320167		Target	NA	0
86.0598	108.0413	C658 - 2.33	2.33	19839.953	114637.08	60289.63	51311.324	48361.316	40106.805	48756.94	57994.645	27653.477	49280.605	44416.973	35701.555	55381.52	40271.15	40574.766	42378.81	39287.406	37380.965	45651.414	39197.3	74608.38	44359.363	1e-5	56684.992	37995.73	22064.12	100191.28	95393.6	38704.938	14.276121	16.806715	15.8796215	15.64699	15.561565	15.291559	15.573319	15.823632	14.755173	15.588732	15.438824	15.123699	15.757116	15.29746	15.308295	15.371056	15.261779	15.190017	15.478373	15.258468	16.18705	15.436951	-16.60964	15.790679	15.21355	14.429415	16.612398	16.541605	15.240231	C658 - 2.33	2.2972		Target	NA	0
184.961	185.964	C674 - 0.846	0.846	77220.04	77971.74	109856.73	72049.85	86553.64	110005.19	79499.43	66401.734	75062.336	78021.24	66266.79	84824.836	77458.875	78036.664	109029.5	84924.586	91268.53	70607.6	77544.09	72020.57	93296.22	91155.2	94903.52	70984.24	93518.65	81385.51	63461.176	103991.58	83895.125	16.236689	16.250664	16.745264	16.13671	16.401306	16.747211	16.278658	16.018932	16.1958	16.25158	16.015999	16.3722	16.241142	16.251863	16.73436	16.373894	16.477829	16.107536	16.24273	16.136122	16.509531	16.476036	16.534174	16.11521	16.512966	16.312485	15.953587	16.666107	16.3563	C674 - 0.846	0.8401833		Target	NA	0
154.0469	132.0649	C730 - 1.933	1.933	142015	495946.28	119246.984	65842.31	94746.12	552569	250547.86	1e-5	322249.72	171143.16	71790.73	80188.93	46774.113	91908.08	795915.3	252696.34	643036.7	632509.44	638590.2	291319.6	117579.12	134299.52	518743.9	134449.28	67031.305	353491.06	310153.9	64357.598	155722.9	17.115683	18.919825	16.863594	16.006727	16.531778	19.075796	17.934727	-16.60964	18.29782	17.384844	16.13151	16.291115	15.513423	16.487904	19.602255	17.947046	19.29454	19.270727	19.28453	18.152243	16.843273	17.035095	18.984663	17.036701	16.032547	18.431314	18.242624	15.973823	17.248621	C730 - 1.933	1.93295		Target	NA	0
84.0442	NA	C77 - 1.282	1.282	35293.6	22780.566	24798.896	62949.812	27362.057	20156.92	34871.64	5983.8594	20387.703	1e-5	1e-5	15362.708	22170.953	32282.26	22270.928	41514.47	36747.875	28810.459	31149.535	35445.137	10674.482	31774.47	13998.564	13495.568	1e-5	46771.535	29990.928	16387.818	38743.582	15.107119	14.475515	14.597988	15.941914	14.739888	14.298987	15.089766	12.546861	14.3154125	-16.60964	-16.60964	13.907145	14.436383	14.978454	14.442875	15.341327	15.165374	14.814305	14.926923	15.1133	13.381878	14.955581	13.772991	13.720198	-16.60964	15.513343	14.872238	14.000336	15.24167	C77 - 1.282	1.2872167		Target	NA	0
94.0454	94.5461	C792 - 0.824	0.824	332652.7	368048.25	386971.1	310537.3	394037.22	414019.78	350608.66	354168.1	302960.34	381380.34	324578.94	368995	372283.75	333750.53	398008.16	355316.66	326493.22	312368.06	345567.16	345493.25	422763.56	375924.62	371900.16	403787.6	407475.38	340903.8	360983.62	419910.44	338940.78	18.343657	18.489536	18.561867	18.244406	18.587973	18.65934	18.419502	18.434074	18.208769	18.54087	18.30821	18.493242	18.506042	18.348412	18.602438	18.438745	18.316692	18.252888	18.398605	18.398298	18.689491	18.520084	18.504557	18.623238	18.636354	18.379005	18.461575	18.679722	18.370674	C792 - 0.824	0.8401833		Target	NA	0
230.9905	NA	C860 - 1.187	1.187	13288.722	18200.748	22042.941	20931.074	8172.8315	15433.132	22094.219	13637.798	1e-5	6652.2686	11257.616	10286.544	2406.7297	17268.113	1e-5	1327.8417	5854.703	1e-5	3610.3838	20382.71	14012.193	18164.63	16954.188	11773.856	9564.173	961.10876	1633.3386	16249.077	15320.95	13.697914	14.1517105	14.428029	14.353358	12.99662	13.913743	14.43138	13.735323	-16.60964	12.699631	13.458613	13.328471	11.232859	14.075822	-16.60964	10.374867	12.51538	-16.60964	11.817936	14.315059	13.774395	14.148845	14.049354	13.5233	13.223424	9.908556	10.673608	13.98807	13.903218	C860 - 1.187	NA		Target	NA	0
310.1376	288.1555	C886 - 6.039	6.039	45566.695	876.1911	1354.5321	1e-5	3512.668	1027.3695	1475.4017	4813.776	1e-5	3531.3896	13621.315	33269.324	1090.2651	2308.485	669.17126	5626.269	1e-5	3774.2375	2244.8262	1224.5568	1e-5	49602.5	1043.2256	780.18994	5199.7197	6427.922	883.44763	6723.896	16315.896	15.475693	9.775102	10.403579	-16.60964	11.778352	10.004739	10.526893	12.232952	-16.60964	11.78602	13.733579	15.021904	10.090464	11.17273	9.386231	12.457962	-16.60964	11.881969	11.132388	10.258044	-16.60964	15.5981245	10.026835	9.607681	12.344218	12.650137	9.787001	12.715082	13.99399	C886 - 6.039	6.0804667		Target	NA	0
141.0155	119.0332	C913 - 1.795	1.795	10846.135	19769.771	12017.159	19106.89	28659.316	10912.201	11446.815	5763.209	18171.94	5615.5596	27240.195	13196.866	7419.989	8207.882	21767.945	10732.565	29177.049	12879.66	13819.133	5176.635	18147.922	12609.374	2075.313	20517.822	13315.791	4094.9673	4237.604	6056.046	5323.61	13.404893	14.2710085	13.552808	14.221806	14.806717	13.413654	13.482658	12.492656	14.1494255	12.4552145	14.73345	13.687908	12.857202	13.002793	14.409917	13.389708	14.832546	13.652807	13.75438	12.337799	14.147517	13.62221	11.019114	14.324591	13.7008505	11.999637	12.049033	12.564161	12.378188	C913 - 1.795	1.7922167		Target	NA	0
139.0502	122.0241	C943 - 3.968	3.968	52926.59	111831.87	80475.35	39389.86	62409.707	40024.305	67604.945	61765.48	77677.164	108820.53	76979.945	89074.21	50437.203	40713.973	118350.32	76354.49	89759.57	76760.1	38875.41	84256.305	80744.44	77516.2	100976.336	59175.242	70749.42	93292.39	61415.766	109464.76	85692.32	15.691706	16.770971	16.296259	15.265536	15.929483	15.288589	16.04484	15.914514	16.245203	16.73159	16.232195	16.44272	15.622201	15.313236	16.852703	16.220425	16.45378	16.22807	15.246571	16.362497	16.301075	16.24221	16.623657	15.852706	16.110432	16.509472	15.906322	16.740107	16.386879	C943 - 3.968	3.9611833		Target	NA	0
168.0633	146.0811	C977 - 3.018	3.018	1e-5	104747	56604.543	46672.305	22919.305	58018.74	16515.275	20524.604	60161.586	1e-5	1e-5	12751.764	37758.76	24542.375	58720.86	41754.12	49667.293	54146.625	55404.26	50959.152	13447.121	44365.953	51445.4	6123.9146	1e-5	35208.535	8769.952	16983.342	15282.726	-16.60964	16.67655	15.7886305	15.510279	14.484276	15.824231	14.011513	14.325067	15.876555	-16.60964	-16.60964	13.638409	15.204524	14.582987	15.841586	15.34963	15.600008	15.724585	15.7577095	15.6370535	13.71501	15.437165	15.650754	12.580237	-16.60964	15.103638	13.098352	14.051833	13.899614	C977 - 3.018	2.9926		Target	NA	0
145.0477	146.0481	C999 - 1.973	1.973	27551.309	72183.92	37082.43	1e-5	19553.328	104965.94	31840.494	1e-5	1e-5	12510.8	22265.578	25091.553	1e-5	8123.22	49175.496	15935.305	1e-5	14257.536	24962.762	27177.81	4733.599	22882.74	48914.31	401.06583	23882.498	43075.105	1e-5	1e-5	19074.475	14.749833	16.139389	15.178449	-16.60964	14.255126	16.679562	14.958575	-16.60964	-16.60964	13.610886	14.442528	14.614914	-16.60964	12.987835	15.585652	13.959939	-16.60964	13.799437	14.60749	14.730142	12.208722	14.481973	15.577969	8.647695	14.543666	15.394566	-16.60964	-16.60964	14.219357	C999 - 1.973	NA		Target	NA	0
149.06	150.0631	Cinnamic acid_2.278	2.278	196902.36	648842.75	434382.44	588386.4	705950.8	660992.3	144506.45	605035.9	618245.7	677817.75	1567986	1788364.9	876299.25	142693.14	652197.75	653188.8	975103.7	574553.6	139460.94	284561.3	167883.58	839370.56	553143.5	681826.7	1108065.4	656903.94	416979.2	764220.3	629224.3	17.58712	19.30751	18.728607	19.166405	19.429207	19.334274	17.140774	19.206661	19.237822	19.370539	20.58048	20.77021	19.741064	17.122557	19.31495	19.31714	19.895197	19.132082	17.089502	18.11838	17.357101	19.678947	19.077293	19.379045	20.07961	19.325323	18.669615	19.543629	19.263216	Cinnamic acid_2.278	2.2640834	140-10-3	Target	NA	0
