Product Mass	QualifierMass	Compound	Retention Time	report.results_GT_001_SBAQ_1(raw)	report.results_GT_001_SBAQ_10(raw)	report.results_GT_001_SBAQ_11(raw)	report.results_GT_001_SBAQ_12(raw)	report.results_GT_001_SBAQ_13(raw)	report.results_GT_001_SBAQ_14(raw)	report.results_GT_001_SBAQ_15(raw)	report.results_GT_001_SBAQ_16(raw)	report.results_GT_001_SBAQ_17(raw)	report.results_GT_001_SBAQ_18(raw)	report.results_GT_001_SBAQ_19(raw)	report.results_GT_001_SBAQ_2(raw)	report.results_GT_001_SBAQ_20(raw)	report.results_GT_001_SBAQ_21(raw)	report.results_GT_001_SBAQ_22(raw)	report.results_GT_001_SBAQ_23(raw)	report.results_GT_001_SBAQ_24(raw)	report.results_GT_001_SBAQ_25(raw)	report.results_GT_001_SBAQ_26(raw)	report.results_GT_001_SBAQ_27(raw)	report.results_GT_001_SBAQ_28(raw)	report.results_GT_001_SBAQ_29(raw)	report.results_GT_001_SBAQ_3(raw)	report.results_GT_001_SBAQ_4(raw)	report.results_GT_001_SBAQ_5(raw)	report.results_GT_001_SBAQ_6(raw)	report.results_GT_001_SBAQ_7(raw)	report.results_GT_001_SBAQ_8(raw)	report.results_GT_001_SBAQ_9(raw)	report.results_GT_001_SBAQ_1: Log2(normalized)	report.results_GT_001_SBAQ_10: Log2(normalized)	report.results_GT_001_SBAQ_11: Log2(normalized)	report.results_GT_001_SBAQ_12: Log2(normalized)	report.results_GT_001_SBAQ_13: Log2(normalized)	report.results_GT_001_SBAQ_14: Log2(normalized)	report.results_GT_001_SBAQ_15: Log2(normalized)	report.results_GT_001_SBAQ_16: Log2(normalized)	report.results_GT_001_SBAQ_17: Log2(normalized)	report.results_GT_001_SBAQ_18: Log2(normalized)	report.results_GT_001_SBAQ_19: Log2(normalized)	report.results_GT_001_SBAQ_2: Log2(normalized)	report.results_GT_001_SBAQ_20: Log2(normalized)	report.results_GT_001_SBAQ_21: Log2(normalized)	report.results_GT_001_SBAQ_22: Log2(normalized)	report.results_GT_001_SBAQ_23: Log2(normalized)	report.results_GT_001_SBAQ_24: Log2(normalized)	report.results_GT_001_SBAQ_25: Log2(normalized)	report.results_GT_001_SBAQ_26: Log2(normalized)	report.results_GT_001_SBAQ_27: Log2(normalized)	report.results_GT_001_SBAQ_28: Log2(normalized)	report.results_GT_001_SBAQ_29: Log2(normalized)	report.results_GT_001_SBAQ_3: Log2(normalized)	report.results_GT_001_SBAQ_4: Log2(normalized)	report.results_GT_001_SBAQ_5: Log2(normalized)	report.results_GT_001_SBAQ_6: Log2(normalized)	report.results_GT_001_SBAQ_7: Log2(normalized)	report.results_GT_001_SBAQ_8: Log2(normalized)	report.results_GT_001_SBAQ_9: Log2(normalized)	Compound Name	Measured Retention Time	CASNumber	CompoundType	ISTDCompoundName	Mass Column
136.0753	NA	Coumarone_1.827	1.827	949702.94	1074595.4	1964876.4	1674800.8	1776132.5	2706657.5	958848.5	1550479.5	1094563.4	1107431.4	6970083	807355.75	1125977.1	1434496	1034865.1	656919.4	1545394.1	735633.2	1781801.8	897549.3	1454480	720124.75	989852.6	1745107	1284662.1	8877237	971796.44	1291419.8	721568.44	19.857117	20.035362	20.906008	20.675558	20.760307	21.36808	19.870943	20.564283	20.061924	20.078787	22.732744	19.622845	20.102747	20.452112	19.981012	19.325356	20.559544	19.488626	20.764906	19.77563	20.472073	19.457888	19.916855	20.734884	20.292957	23.081678	19.890295	20.300526	19.460777	Coumarone_1.827	1.8418833	271-89-6	Target	NA	0
104.0702	87.0441	Crotonic acid_1.021	1.021	274462.1	186249.62	187661.05	255489.78	120518.055	229673.38	138278.16	67491.414	258792.53	105059.67	134918.27	130472.78	115396.5	220665.78	191966.64	171315.95	227897.2	241014.06	242075.98	229606.75	107831.055	131459.5	174745.83	162571.1	83463.29	159438.8	125373.21	98354.555	128862.14	18.066248	17.506878	17.51777	17.962906	16.87889	17.809225	17.077213	16.042416	17.981438	16.68085	17.041727	16.99339	16.816238	17.751503	17.550497	17.3863	17.798023	17.878757	17.885101	17.808805	16.718412	17.00426	17.414898	17.31071	16.348854	17.282642	16.93587	16.585705	16.97547	Crotonic acid_1.021	1.0388666	3724-65-0	Target	NA	0
160.1069	NA	delta-Guanidinovaleric acid_1.89	1.89	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	55701.273	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	33856.645	20436.334	1e-5	1e-5	1e-5	1e-5	1e-5	49777.04	1e-5	1e-5	1e-5	1e-5	1e-5	48333.66	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.765423	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.047152	14.318849	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.603193	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.560741	delta-Guanidinovaleric acid_1.89	NA	462-93-1	Target	NA	0
185.042	NA	Dibenzothiophene_2.207	2.207	27634.703	34221.82	9693.881	25997.084	1e-5	26949.717	29103.863	6683.247	20404.986	10801.237	1e-5	10751.31	14098.147	15766.168	13523.331	11466.787	18718.56	1e-5	19364.818	11922.712	8195.34	7334.2827	8557.816	20204.195	1e-5	18824.828	1e-5	7131.3677	1e-5	14.754193	15.062629	13.242858	14.666062	-16.60964	14.717982	14.828923	12.706334	14.316634	13.398909	-16.60964	13.392224	13.783218	13.944545	13.723163	13.485173	14.192182	-16.60964	14.24115	13.541424	13.000588	12.840441	13.063027	14.302367	-16.60964	14.200349	-16.60964	12.799963	-16.60964	Dibenzothiophene_2.207	NA	132-65-0	Target	NA	0
154.0855	NA	Dopamine_2.414	2.414	154923.33	98412.336	87745.06	98580.29	155290.47	179834.97	129139.82	1878.9321	955.4059	4138.659	798.2309	1e-5	94782.93	102635.25	166094.73	424.6663	1e-5	518.0172	110546.52	138894.3	145781.08	1e-5	1312.8904	217434.27	2147.3484	1e-5	83568.375	114980.305	1282.7975	17.241194	16.586552	16.42103	16.589012	17.24461	17.456314	16.978575	10.875697	9.89997	12.014947	9.640662	-16.60964	16.53234	16.647167	17.341646	8.730186	-16.60964	9.016856	16.754293	17.083628	17.153444	-16.60964	10.358531	17.730219	11.06834	-16.60964	16.35067	16.811028	10.325077	Dopamine_2.414	NA	51-61-6	Target	NA	0
439.2308	440.2342	Enanderinanin G_8.653	8.653	37644.48	4500.4907	9300.363	767.9624	59632.895	3096.4954	1901.1261	25084.912	1e-5	6428.823	52488.082	85127.914	9476.941	1e-5	8154.3867	53771.89	2413.179	42619.08	8814.505	5089.364	1e-5	61011.117	12341.43	9571.451	49734.17	14282.964	1e-5	15772.103	51270.8	15.200151	12.135866	13.183071	9.584891	15.863821	11.59642	10.892639	14.614532	-16.60964	12.650339	15.679702	16.377344	13.210206	-16.60964	12.9933605	15.714565	11.236719	15.379211	13.105664	12.31327	-16.60964	15.896784	13.591222	13.224522	15.60195	13.802008	-16.60964	13.945088	15.645849	Enanderinanin G_8.653	8.655084		Target	NA	0
439.2306	440.2338	Enanderinanin G_8.771	8.771	58543.777	4403.8296	1e-5	6898.9653	54480.242	14928.933	1e-5	7066.992	1e-5	42871.016	1e-5	55459.55	2674.93	20055.91	1e-5	65368.977	2413.179	7970.0356	3720.3047	6428.9717	1e-5	65301.797	1031.6512	1760.8718	50095.543	11560.651	13568.577	21308.457	30589.992	15.837229	12.104544	-16.60964	12.752164	15.733445	13.865823	-16.60964	12.786881	-16.60964	15.387714	-16.60964	15.759149	11.385285	14.29174	-16.60964	15.996318	11.236719	12.96037	11.861204	12.6503725	-16.60964	15.994835	10.010739	10.782074	15.612395	13.496936	13.727982	14.379138	14.900772	Enanderinanin G_8.771	NA		Target	NA	0
439.2312	440.2345	Enanderinanin G_9.541	9.541	1e-5	56886.664	52560.34	30647.445	26452.465	1e-5	37140.605	22475.959	80318.93	25067.707	17242.576	1e-5	69859.28	1443.2587	98128.99	52279.11	72119.76	23156.848	40207.027	42087.26	64088.055	1e-5	99725.95	5821.0073	2754.7363	37689.95	80038.26	77755.43	15512.397	-16.60964	15.795803	15.681686	14.903479	14.691114	-16.60964	15.180709	14.456096	16.293451	14.613542	14.073687	-16.60964	16.092165	10.495114	16.582392	15.673947	16.138107	14.499151	15.29516	15.361095	15.967768	-16.60964	16.605682	12.507053	11.427698	15.201892	16.288403	16.246656	13.921134	Enanderinanin G_9.541	9.557433		Target	NA	0
394.1643	395.1692	Ethoxychelerythrine_5.783	5.783	119892.52	1330.7656	1e-5	1206.8096	51823.49	959.83307	1e-5	9635.01	3175.647	35375.62	76289.81	130160.664	1e-5	4911.569	659.2507	33200.043	260.04868	21646.436	1311.3491	1126.6577	1e-5	46060.445	1e-5	2340.6885	67919.31	4211.01	2574.1716	22133.922	90373.5	16.871382	10.37804	-16.60964	10.236982	15.661318	9.906639	-16.60964	13.234071	11.632835	15.110467	16.219202	16.989933	-16.60964	12.261968	9.364683	15.018897	8.022637	14.401842	10.356835	10.137834	-16.60964	15.4912405	-16.60964	11.192717	16.051535	12.039951	11.329892	14.433971	16.463612	Ethoxychelerythrine_5.783	NA	79559-55-0	Target	NA	0
207.1015	208.1048	Ethyl-p-methoxycinnamate_8.596	8.596	23807.701	1e-5	11904.163	11054.517	10548.205	35742.03	1e-5	1e-5	1e-5	19719.37	10937.016	1e-5	18108.49	26144.375	1e-5	1e-5	14180.127	16901.2	22588.266	1e-5	5541.132	15598.316	1e-5	1e-5	24767.977	1e-5	9064.402	1e-5	5648.429	14.539141	-16.60964	13.539179	13.432348	13.36471	15.125334	-16.60964	-16.60964	-16.60964	14.267325	13.416932	-16.60964	14.144379	14.674213	-16.60964	-16.60964	13.791583	14.044838	14.463285	-16.60964	12.435965	13.929103	-16.60964	-16.60964	14.596189	-16.60964	13.145996	-16.60964	12.463634	Ethyl-p-methoxycinnamate_8.596	8.580584	24393-56-4	Target	NA	0
473.2357	474.2396	Euchrenone a15_9.125	9.125	1e-5	1e-5	22294.908	1e-5	1e-5	13371.531	26693.004	1534.327	1e-5	8235.46	1e-5	6747.43	1e-5	8072.861	1e-5	29678.283	1e-5	9561.191	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	19381.213	531.58154	1e-5	1e-5	6750.1343	-16.60964	-16.60964	14.444427	-16.60964	-16.60964	13.706877	14.704174	10.58339	-16.60964	13.007634	-16.60964	12.720123	-16.60964	12.978865	-16.60964	14.8571205	-16.60964	13.222974	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	14.242372	9.054147	-16.60964	-16.60964	12.720701	Euchrenone a15_9.125	9.1849		Target	NA	0
219.0981	220.1021	gamma-Glutamyl-alanine_1.2	1.2	113617.51	100310.734	113138.63	109164.62	74914.484	135049.44	94001.85	60944.35	38892.43	52960.703	42687.074	84624.21	62389.78	108231.96	98874.65	76798.19	28303.371	49776.305	149607.53	100229.664	64411.164	71185.914	53295.277	106279.28	53619.805	97955.875	75467.61	63591.926	80300.18	16.793825	16.614117	16.787731	16.736147	16.192957	17.043129	16.520401	15.895205	15.247202	15.692634	15.381512	16.368784	15.929022	16.723768	16.593313	16.228785	14.788687	15.603171	17.190823	16.61295	15.975022	16.119303	15.70172	16.6975	15.710479	16.579844	16.20357	15.956555	16.293116	gamma-Glutamyl-alanine_1.2	1.2292833	5875-41-2	Target	NA	0
247.1285	248.1317	gamma-Glutamyl-valine_1.783	1.783	5070.038	1806.0781	1e-5	3542.785	619532.1	5232.7373	2423.8176	505708.72	1658.0717	164521.05	414030.47	27016.826	642436.4	714.4027	1894.6888	2902.1523	1e-5	1e-5	3246.8074	1e-5	329626.16	32639.959	1e-5	539378.5	507704.6	1e-5	368999.44	364567	6952.1826	12.30778	10.818645	-16.60964	11.7906685	19.24082	12.35335	11.243065	18.947948	10.695291	17.327913	18.659378	14.72157	19.293194	9.480594	10.887745	11.502908	-16.60964	-16.60964	11.664805	-16.60964	18.330471	14.994351	-16.60964	19.040937	18.95363	-16.60964	18.49326	18.475824	12.76325	gamma-Glutamyl-valine_1.783	1.8087667		Target	NA	0
160.0606	NA	gamma-Methylene glutamic acid_1.538	1.538	1e-5	1e-5	1e-5	1e-5	1e-5	103661.42	1e-5	1e-5	1e-5	1e-5	133216.17	1e-5	1e-5	49707.41	495225.22	132986.25	57773.81	1e-5	91592.79	1e-5	1e-5	1e-5	114750.33	1e-5	54547.004	195242.38	1e-5	94998.69	1e-5	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	16.66152	-16.60964	-16.60964	-16.60964	-16.60964	17.023409	-16.60964	-16.60964	15.601173	18.917727	17.020918000000002	15.818128	-16.60964	16.482946	-16.60964	-16.60964	-16.60964	16.808138	-16.60964	15.735212	17.574907	-16.60964	16.53562	-16.60964	gamma-Methylene glutamic acid_1.538	1.5024667	7150-74-5	Target	NA	0
180.0873	NA	Glucosamine_6.33	6.33	40125.08	114540.71	1e-5	143557.78	35082.457	93063.35	143157.66	116088.82	128859.38	1e-5	163803.03	140337.67	1e-5	1e-5	59075.902	65237.992	113322.43	131819.62	164227.2	193501.38	32937.383	156602.11	258876.66	50750.027	35942.656	173424.7	49629.906	82213.36	31220.785	15.292217	16.8055	-16.60964	17.131271	15.098461	16.505924	17.127245	16.82487	16.975437	-16.60964	17.321602	17.098543	-16.60964	-16.60964	15.850282	15.993424	16.790075	17.008205	17.325335	17.561983	15.007439	17.256744	17.981905	15.631121	15.1334095	17.40395	15.598923	16.327085	14.93022	Glucosamine_6.33	6.328833	3416-24-8	Target	NA	0
258.1102	NA	Glycerophosphocholine_1.048	1.048	142714.06	128960.44	153400.16	302006.2	39989.7	87210.62	174658.89	38462.426	327861.25	34927.793	70668.44	66891.914	45260.316	215876.66	77410.88	128720.336	304923.72	287143.25	226779.12	103140.92	44828.48	77481.27	125529.266	37974.746	36841.023	136466.27	29367.145	55257.13	81606.46	17.122766	16.976568	17.22694	18.20422	15.287341	16.412216	17.414180000000002	15.231162	18.322725	15.092089	16.108778	16.029543	15.46596	17.719847	16.24025	16.97388	18.21809	18.13141	17.790928	16.654259	15.452128	16.24156	16.937664	15.212753	15.169025	17.058184	14.841916	15.753874	16.316397	Glycerophosphocholine_1.048	1.0305834	28319-77-9	Target	NA	0
256.1295	257.133	HC Blue No.1_1.531	1.531	28935.328	1e-5	1e-5	1e-5	41819.684	1e-5	7770.192	12881.24	1e-5	39512.95	1e-5	66200.266	52927.164	1e-5	1e-5	29635.322	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	44237.246	1e-5	1e-5	33134.227	1e-5	1e-5	37108.703	14.820544	-16.60964	-16.60964	-16.60964	15.351895	-16.60964	12.923734	13.652985	-16.60964	15.270039	-16.60964	16.01455	15.69172	-16.60964	-16.60964	14.85503	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.432975	-16.60964	-16.60964	15.016035	-16.60964	-16.60964	15.179469	HC Blue No.1_1.531	NA	2784-94-3	Target	NA	0
310.1283	311.1304	Ketotifen_2.438	2.438	264671.16	269357.62	222757.72	324679.88	99087.59	118254.664	226530.6	143690.25	626765.6	110053.58	201188.78	254022.28	106010.086	257231.27	232964.34	148573.19	216648.53	137490.84	238093.03	528911.9	82624.07	182773.95	190895.53	149095.45	135149.9	317268.97	112061.39	95803.734	183907.38	18.013842	18.039164	17.765116	18.308659	16.596416	16.851538	17.789347	17.132603	19.257566	16.747847	17.61819	17.954596	16.693842	17.972708	17.82975	17.180813	17.724997	17.068975	17.861166	19.012669	16.334274	17.479702	17.542425	17.185877	17.0442	18.275347	16.77393	16.547794	17.48862	Ketotifen_2.438	2.39655	34580-14-8	Target	NA	0
463.1585	464.1629	Lactiflorin_7.997	7.997	1e-5	12012.743	2626.8083	13227.847	1e-5	33873.86	1139.8162	1e-5	1e-5	1196.4554	1e-5	1e-5	828.26154	36285.176	1869.2836	1e-5	1083.9324	3897.2832	23118.709	9014.278	1402.4045	1e-5	2710.4915	18336.633	1e-5	5495.2593	1981.5051	1e-5	1e-5	-16.60964	13.5522785	11.359095	13.691291	-16.60964	15.047885	10.154586	-16.60964	-16.60964	10.224551	-16.60964	-16.60964	9.693942	15.147093	10.86827	-16.60964	10.082059	11.928253	14.496773	13.137997	10.453687	-16.60964	11.404339	14.162441	-16.60964	12.423971	10.952381	-16.60964	-16.60964	Lactiflorin_7.997	NA		Target	NA	0
162.0762	NA	L-aminoadipic acid**_1.48	1.48	1e-5	1e-5	1e-5	1e-5	54046.37	1e-5	57021.42	66350.28	1e-5	53109.05	1e-5	47067.45	56337.3	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	69190.96	60864.31	1e-5	91892.46	58593.1	1e-5	65343.7	75565.74	45678.523	-16.60964	-16.60964	-16.60964	-16.60964	15.7219095	-16.60964	15.799216	16.017815	-16.60964	15.696671	-16.60964	15.522441	15.781802	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	16.078297	15.893309	-16.60964	16.48766	15.838444	-16.60964	15.995761	16.205444	15.479228	L-aminoadipic acid**_1.48	NA	1118-90-7	Target	NA	0
307.0838	614.1629	Leucocyanidin_1.567	1.567	2163358.8	3846954.8	3426393.8	2960348.5	3076084	6865678.5	1346346.9	1470704.9	1139565.6	1877595.4	1109179.1	1287063.5	1927418.4	2723860.5	3299216.8	1671855.9	2616828.2	1399782.8	3362703	1609427.2	2010931.6	1184347.9	2010813.6	2724342.5	2922890	1687084.2	861638.75	2195721.5	1103846.4	21.044842	21.875284	21.70826	21.497335	21.552664	22.71097	20.360619	20.488075	20.120052	20.840454	20.08106	20.295652	20.878239	21.377222	21.653692	20.67302	21.319387	20.41677	21.68119	20.618114	20.939432	20.175661	20.939346	21.377476	21.478964	20.6861	19.716724	21.066263	20.074108	Leucocyanidin_1.567	NA	480-17-1	Target	NA	0
245.1859	246.1895	Leucyl-Leucine_6.692	6.692	41906.668	20464.29	13789.416	18436.045	31356.11	54207.36	13821.211	25834.797	17294.85	30134.676	46978.37	59956.242	18520.246	28794.166	9085.212	34751.92	12664.865	70695.46	32621.055	166347.22	52827.35	65609.22	26737.988	42447.02	32002.53	26522.479	8789.484	20718.492	56728.863	15.354892	14.320821	13.751273	14.170242	14.93646	15.726201	13.754596	14.657027	14.078055	14.879137	15.519709	15.871622	14.176816	14.813489	13.149305	15.084805	13.628544	16.10933	14.993516	17.343838	15.688997	16.001612	14.706604	15.373375	14.9658985	14.694928	13.1015625	14.338631	15.791795	Leucyl-Leucine_6.692	6.6848		Target	NA	0
279.1709	280.1748	Leucyl-phenylalanine_7.238	7.238	1e-5	2327.0073	2836.1697	1829.9155	22198.748	3554.2268	1949.9318	1e-5	1426.1476	14897.789	1e-5	11732.011	2415.2778	1e-5	1724.6805	20405.68	1755.5187	2095.9614	3828.618	1e-5	4417.705	22914.664	1e-5	608.607	32665.332	3701.7397	2826.0422	1067.3702	14284.543	-16.60964	11.18426	11.4697275	10.837561000000001	14.438191	11.79532	10.929208	-16.60964	10.477907	13.86281	-16.60964	13.518163	11.237973	-16.60964	10.752113	14.316684	10.777681	11.033397	11.902608	-16.60964	12.109081	14.483984	-16.60964	9.249368	14.995473	11.853988	11.464567	10.059845	13.802168	Leucyl-phenylalanine_7.238	7.2146335		Target	NA	0
148.0605	NA	L-GLUTAMIC ACID**_1.041	1.041	29255.379	54394.504	42733.25	91021.67	23353.326	37562.285	7481.9355	14898.899	68590.36	12561.682	17050.303	11490.387	11432.272	41875.29	52101.09	33425.67	88130.03	46966.74	71806.49	38250.848	19287.846	9919.252	36402.824	27401.658	21172.535	33163.918	9483.31	15773.861	26127.805	14.836415	15.7311735	15.383071	16.473923	14.51134	15.196997	12.869196	13.862918	16.065718	13.616741	14.057509	13.48814	13.480824	15.353811	15.669025	15.028669	16.427347	15.519351	16.131826	15.223204	14.235404	13.276015	15.151762	14.741976	14.369905	15.017327	13.211175	13.945248	14.673298	L-GLUTAMIC ACID**_1.041	1.0223167	56-86-0	Target	NA	0
189.1347	190.1353	L-Homoarginine_1.021	1.021	80753.95	43846.688	46201.742	79956.81	28550.666	38338.2	44203.695	61480.58	73002.44	38906.527	63776.03	62873.438	68683.53	52942.188	45803.133	48592.242	55763.258	47920.582	68314.91	71674.484	21338.908	78457.1	52275.36	49785.95	59004.56	55577.965	40242.945	25107.455	81554.23	16.301245	15.42018	15.49566	16.286934	14.801237	15.226495	15.431879	15.907844	16.155657	15.247725	15.960726	15.940163	16.067677	15.69213	15.483159	15.568438	15.767027	15.548358	16.059914	16.129171	14.381199	16.259617	15.673843	15.603451	15.848538	15.762225	15.296448	14.6158285	16.315472	L-Homoarginine_1.021	1.0140333		Target	NA	0
132.1018	NA	L-ISOLEUCINE**_1.428	1.428	17700000	17000000	20300000	15400000	13400000	16800000	17600000	21100000	13900000	8667443	18800000	17500000	20700000	17600000	18600000	22000000	14600000	23400000	19600000	18800000	25800000	20000000	19500000	19700000	23800000	15900000	17200000	30500000	26300000	24.078222	24.022078	24.273235	23.87321	23.679363	24.002113	24.070078	24.329062	23.728262	23.047174	24.163673	24.057575	24.304161	24.06766	24.149866	24.393332	23.802567	24.478514	24.225622	24.166534	24.620893	24.25637	24.219576	24.233984	24.501762	23.919506	24.034548	24.864271	24.648556	L-ISOLEUCINE**_1.428	1.39485	24629-25-2	Target	NA	0
191.1027	NA	LL-2,6-DIAMINOHEPTANEDIOATE**_1.082	1.082	21285.734	19979.951	16371.704	26722.826	17048.982	7479.6436	16613.97	10803.704	27981.857	8061.8945	21133	13461.374	13840.883	23018.96	11408.354	18961.8	27058.18	29710.066	17888.53	22291.676	11443.626	19448.549	22424.527	14684.682	12228.283	22229.934	12897.528	11693.4	23815.477	14.3776	14.286265	13.998918	14.705785	14.057398	12.868753	14.020109	13.399239	14.772203	12.976903	14.36721	13.716538	13.756649	14.490535	13.477803	14.210808	14.723777	14.858664	14.126747	14.444218	13.482257	14.247375	14.45279	13.842025	13.577934	14.440216	13.654807	13.513408	14.539612	LL-2,6-DIAMINOHEPTANEDIOATE**_1.082	1.0802667	14289-34-0	Target	NA	0
277.1168	278.1198	L-Pyridosine_6.949	6.949	25454.686	29911.717	7714.995	15461.146	7147.4585	35486.61	12362.05	1e-5	1e-5	1e-5	1e-5	1e-5	9343.488	15541.08	21206.025	1e-5	1e-5	1e-5	15739.106	18220.197	10190.797	3071.9346	1e-5	21139.732	1e-5	1e-5	5966.7827	1761.2297	1e-5	14.635644	14.8684225	12.913449	13.91636	12.803214	15.114987	13.59363	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	13.189746	13.9237995	14.372187	-16.60964	-16.60964	-16.60964	13.942066	14.153251	13.31498	11.584931	-16.60964	14.36767	-16.60964	-16.60964	12.542737	10.782368	-16.60964	L-Pyridosine_6.949	NA	31489-08-4	Target	NA	0
307.1503	308.1537	Lupinate_1.461	1.461	13516.582	8498.47	11667.183	4257.046	17062.236	16619.148	22143.46	20308.242	3631.2737	8712.525	14061.988	21528.635	17056.95	6539.086	7826.392	7723.9033	5926.612	8006.138	10995.165	13730.896	20248.607	20661.965	7494.5728	51192.473	20532.8	12588.447	15902.128	29397.277	10610.426	13.722444	13.052988	13.510169	12.055637	14.058519	14.020558	14.434593	14.309778	11.826261	13.088876	13.779512	14.39397	14.058072	12.674873	12.934132	12.915114	12.532992	12.96689	13.424582	13.745138	14.305534	14.334689	12.87163	15.643643	14.325643	13.619812	13.956933	14.843394	13.373195	Lupinate_1.461	NA		Target	NA	0
134.0601	NA	Mandelonitrile_6.399	6.399	439.5381	38435.86	35297.637	471.17987	883.061	1177.9097	42705.8	6915.7285	51890.734	1e-5	2630.9531	888.8239	47480.13	1939.8003	48320.664	1e-5	27389.264	850.5348	2358.4	28238.049	43691.6	11894.311	24970.777	928.45306	2005.2062	23749.959	35980.31	14712.421	704.4628	8.779844	15.2301655	15.107284	8.880135	9.786369	10.202013000000001	15.382145	12.755666	15.663189	-16.60964	11.36137	9.795754	15.535036	10.921692	15.560353	-16.60964	14.7413225	9.732226	11.203592	14.785353	15.415068	13.537985	14.607953	9.8586855	10.969535	14.535638	15.13492	13.844747	9.46038	Mandelonitrile_6.399	NA		Target	NA	0
425.1763	426.1756	Marchantin C_6.778	6.778	55041.348	1e-5	640.8225	1e-5	62283.44	1e-5	10619.085	51653.625	16058.709	65998.82	50868.52	62498.098	2530.7139	40996.105	1030.4817	55252.344	7012.15	56000.355	8838.173	5370.8022	4078.199	84602.35	2046.8129	1763.6047	66141.69	5429.4565	3649.4136	49365.613	51677.7	15.748228	-16.60964	9.323781	-16.60964	15.92656	-16.60964	13.374372	15.656582	13.971068	16.010153	15.634486	15.931525	11.305328	15.323198	10.009104	15.753748	12.775641	15.773148	13.109533	12.390922	11.993716	16.36841	10.999164	10.784311	16.013271	12.406591	11.833449	15.591219	15.657253	Marchantin C_6.778	NA		Target	NA	0
399.1993	400.2021	Massonivesinol_8.659	8.659	12902.609	27926.828	25813.488	15575.974	14815.881	11434.053	1e-5	8907.401	11398.34	30255.404	11284.191	33046.945	8379.381	6183.2324	23728.184	25753.455	9026.105	39377.164	1e-5	6009.167	9472.786	16959.156	11752.749	1e-5	4157.63	9645.732	1e-5	7055.785	38610.656	13.6553755	14.769363	14.655837	13.927035	13.8548565	13.481049	-16.60964	13.120789	13.476536	14.884906	13.462015	15.012229	13.032628	12.594145	14.534314	14.652479	13.139887	15.265071	-16.60964	12.552949	13.209573	14.049777	13.520711	-16.60964	12.021546	13.235675	-16.60964	12.784591	15.236711	Massonivesinol_8.659	8.6882		Target	NA	0
322.1088	323.1049	Menisporphine_1.669	1.669	17558.703	7194.1006	12353.2705	56084.125	19351.342	27093.51	20203.05	1e-5	21124.096	1e-5	1e-5	11597.8125	12921.521	1e-5	19259.027	1e-5	1e-5	6301.7915	26263.828	17285.27	19886.127	14241.611	9454.254	5040.7974	9326.603	10010.073	10931.522	14576.905	9122.2705	14.099898	12.812599	13.592605	15.775306	14.240146	14.725659	14.302285	-16.60964	14.366602	-16.60964	-16.60964	13.501565	13.657489	-16.60964	14.233247	-16.60964	-16.60964	12.621547	14.68079	14.077256	14.279474	13.797824	13.206747	12.299436	13.187136	13.2891655	13.416207	13.831396	13.155177	Menisporphine_1.669	NA	83287-02-9	Target	NA	0
344.1335	345.1363	N-(1-Deoxy-1-fructosyl)tyrosine_1.837	1.837	697379.9	237624.88	721348.1	1685506.2	394728.03	1e-5	1027945	640351.6	2289068	204159.95	692845.9	263108.03	424649.5	965320.7	714464.2	903244.7	1078793.9	640611.4	713575.8	801068.94	146218.95	152791.88	670804.6	491221.22	502702.2	3195975.8	110631.15	208348.9	909330.9	19.411585	17.858326	19.460337	20.684752	18.5905	-16.60964	19.97133	19.288506	21.12633	17.63934	19.402174	18.005295	18.695913	19.880648	19.446503	19.784758	20.040989	19.28909	19.444706	19.611567	17.15777	17.221209	19.355534	18.906013	18.939344	21.607824	16.755398	17.668642	19.794447	N-(1-Deoxy-1-fructosyl)tyrosine_1.837	1.8418833	34393-22-1	Target	NA	0
166.0727	167.074	N2-Methylguanine_5.828	5.828	1e-5	67198.17	131288.97	1e-5	103414.53	34001.105	1e-5	1e-5	61775.85	108280.52	22464.225	88977.97	44555.516	1e-5	92289.17	41120.12	23461.053	23811.736	1e-5	1e-5	55562.816	1e-5	142476.56	1e-5	1e-5	67531.98	1e-5	95720.75	81124.93	-16.60964	16.036135	17.002386	-16.60964	16.658080000000002	15.053295	-16.60964	-16.60964	15.914756	16.724415	14.455341	16.44116	15.443316	-16.60964	16.493874	15.327558	14.51798	14.539386	-16.60964	-16.60964	15.761831	-16.60964	17.120365	-16.60964	-16.60964	16.043283	-16.60964	16.546545	16.307858	N2-Methylguanine_5.828	5.8238335	10030-78-1	Target	NA	0
